#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Kaiser Crown β+,0,12,4,0,0,M19,156,162,3,-3,1,-3,1,Latent Power,1,Critical Eye,2,Teostra Technique,1,,,,,Teostra Cortex,3,Teostra Mane+,2,Teostra Hardhorn,2,Large Elder Dragon Gem,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kushala Glare α+,0,12,2,0,0,M19,156,162,0,2,-3,4,-2,Ice Attack,2,Evade Window,2,Kushala Daora Flight,1,,,,,Daora Cortex,4,Daora Shard,3,Daora Hardclaw,1,Large Wyvern Gem,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kushala Glare β+,0,12,4,1,0,M19,156,162,0,2,-3,4,-2,Ice Attack,2,Evade Window,1,Kushala Daora Flight,1,,,,,Daora Cortex,4,Daora Shard,3,Daora Hardclaw,1,Large Wyvern Gem,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kirin Horn α+,0,12,3,1,0,M19,154,160,-3,-2,4,-2,2,Marathon Runner,2,Divine Blessing,2,Kirin Divinity,1,,,,,Kirin Silvermane,3,Kirin Finehide,1,Kirin Azure Horn+,2,Glavenus Mantle,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kirin Horn β+,0,12,4,1,1,M19,154,160,-3,-2,4,-2,2,Marathon Runner,2,Kirin Divinity,1,,,,,,,Kirin Silvermane,3,Kirin Finehide,1,Kirin Azure Horn+,2,Glavenus Mantle,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Tentacle Cowl α+,0,12,1,0,0,M20,158,164,-3,4,3,0,-2,Constitution,3,Maximum Might,1,Namielle Divinity,1,,,,,Namielle Finehide,2,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Uragaan Pallium,1,176,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Tentacle Cowl β+,0,12,4,0,0,M20,158,164,-3,4,3,0,-2,Constitution,2,Maximum Might,1,Namielle Divinity,1,,,,,Namielle Finehide,2,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Uragaan Pallium,1,176,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Guild Palace Helm α+,0,11,3,0,0,M70,154,162,1,2,2,1,1,Health Boost,2,Offensive Guard,1,Guild Pride,1,,,,,Hero King Coin,1,Tigrex Coin,2,Black Belt Coin,2,Velkhana Crownhorn,2,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Guild Palace Helm β+,0,11,4,2,0,M70,154,162,1,2,2,1,1,Health Boost,2,Guild Pride,1,,,,,,,Hero King Coin,1,Tigrex Coin,2,Black Belt Coin,2,Velkhana Crownhorn,2,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Shara Ishvalda Helm α+,0,12,3,1,0,M23,162,168,0,-2,3,-3,0,Recovery Up,2,Partbreaker,1,Shara Ishvalda Divinity,1,,,,,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,3,Shara Ishvalda Tenderplate,1,Rathian Mantle,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Shara Ishvalda Helm β+,0,12,4,2,0,M23,162,168,0,-2,3,-3,0,Recovery Up,2,Shara Ishvalda Divinity,1,,,,,,,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,3,Shara Ishvalda Tenderplate,1,Rathian Mantle,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Zorah Headgear α+,0,12,2,2,0,M24,160,166,4,-3,-1,-2,-3,Flinch Free,1,Artillery,2,Zorah Magdaros Essence,1,,,,,Fierce Dragonvein Bone,2,Cracked Crystal,3,Weathered Cragbone,3,Conqueror's Seal,1,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Zorah Headgear β+,0,12,4,2,1,M24,160,166,4,-3,-1,-2,-3,Flinch Free,1,Zorah Magdaros Essence,1,,,,,,,Fierce Dragonvein Bone,2,Cracked Crystal,3,Weathered Cragbone,3,Conqueror's Seal,1,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Garuga Helm α+,0,11,3,0,0,M24,154,162,2,-3,2,-2,-2,Critical Eye,2,Resentment,1,,,,,,,Garuga Cortex,2,Garuga Silverpelt,2,Fancy Beak,1,Decayed Crystal,3,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Garuga Helm β+,0,11,4,2,0,M24,154,162,2,-3,2,-2,-2,Critical Eye,1,Resentment,1,,,,,,,Garuga Cortex,2,Garuga Silverpelt,2,Fancy Beak,1,Decayed Crystal,3,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Zinogre Helm α+,0,11,1,0,0,M24,158,166,-1,-1,4,-4,1,Power Prolonger,2,Critical Boost,1,Zinogre Essence,1,,,,,Zinogre Electrofur+,3,Zinogre Deathly Shocker,2,Zinogre Hardhorn,2,Zinogre Skymerald,1,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Zinogre Helm β+,0,11,4,0,0,M24,158,166,-1,-1,4,-4,1,Power Prolonger,1,Critical Boost,1,Zinogre Essence,1,,,,,Zinogre Electrofur+,3,Zinogre Deathly Shocker,2,Zinogre Hardhorn,2,Zinogre Skymerald,1,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Guildwork Head α+,0,12,3,2,0,M24,162,168,2,1,1,2,2,Botanist,3,Honey Hunter,1,Guild Pride,1,,,,,調査団チケットG,1,Forest Crystal,2,Woodland Greatbone,2,Steam Ticket,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Guildwork Head β+,0,12,4,3,0,M24,162,168,2,1,1,2,2,Botanist,2,Honey Hunter,1,Guild Pride,1,,,,,調査団チケットG,1,Forest Crystal,2,Woodland Greatbone,2,Steam Ticket,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Golden Lunehelm α+,0,12,2,2,0,M70,162,168,3,-2,-4,0,4,Health Boost,2,Poison Attack,2,Gold Rathian Essence,1,,,,,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,1,Large Wyvern Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Golden Lunehelm β+,0,12,4,2,0,M70,162,168,3,-2,-4,0,4,Health Boost,2,Gold Rathian Essence,1,,,,,,,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,1,Large Wyvern Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Silver Solhelm α+,0,12,2,2,0,M70,162,168,4,-3,-2,-2,3,Windproof,2,Fire Attack,2,Silver Rathalos Essence,1,,,,,Silver Rathalos Cortex,4,Silver Rathalos Shard,3,Silver Rathalos Fellwing,2,Rathalos Mantle,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Silver Solhelm β+,0,12,4,3,0,M70,162,168,4,-3,-2,-2,3,Windproof,2,Silver Rathalos Essence,1,,,,,,,Silver Rathalos Cortex,4,Silver Rathalos Shard,3,Silver Rathalos Fellwing,2,Rathalos Mantle,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Empress Crown α+,0,12,3,0,0,M50,164,170,3,1,1,-3,-2,Tool Specialist,2,Offensive Guard,2,Lunastra Essence,1,,,,,Lunastra Cortex,3,Lunastra Mane+,3,Lunastra Hardhorn,2,Large Elder Dragon Gem,1,182,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Empress Crown β+,0,12,4,2,0,M50,164,170,3,1,1,-3,-2,Tool Specialist,2,Lunastra Essence,1,,,,,,,Lunastra Cortex,3,Lunastra Mane+,3,Lunastra Hardhorn,2,Large Elder Dragon Gem,1,182,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Ruinous Helm α+,0,12,3,1,0,M100,166,172,1,1,-3,1,-3,Maximum Might,2,Stamina Surge,1,Nergigante Ambition,1,,,,,Nergigante Cortex,3,Annihilating Greathorn,3,Eternal Regrowth Plate,4,Glavenus Mantle,1,184,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Ruinous Helm β+,0,12,4,2,0,M100,166,172,1,1,-3,1,-3,Maximum Might,2,Nergigante Ambition,1,,,,,,,Nergigante Cortex,3,Annihilating Greathorn,3,Eternal Regrowth Plate,4,Glavenus Mantle,1,184,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
EX金色ノ添髪α,0,11,0,0,0,M24,158,166,2,0,3,-5,2,Weakness Exploit,2,Handicraft,2,金獅子の怒気,1,,,,,金獅子の黒荒毛,4,金獅子の剛角,2,金獅子の尻尾,1,黄金の煌毛,2,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EX金色ノ添髪β,0,11,4,1,0,M24,158,166,2,0,3,-5,2,Weakness Exploit,2,金獅子の怒気,1,,,,,,,金獅子の黒荒毛,4,金獅子の剛角,2,金獅子の尻尾,1,黄金の煌毛,2,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXゴクオウヘルムα,0,11,2,1,0,M24,160,168,2,-4,-5,0,4,Latent Power,3,Tremor Resistance,2,Zinogre Essence,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の重殻,2,獄狼竜の剛角,1,蝕龍蟲,5,184,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXゴクオウヘルムβ,0,11,4,1,0,M24,160,168,2,-4,-5,0,4,Latent Power,3,Tremor Resistance,1,Zinogre Essence,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の重殻,2,獄狼竜の剛角,1,蝕龍蟲,5,184,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EX龍紋ヲ刻マレシ封冠α,0,12,2,1,1,M24,168,174,2,1,1,1,-1,Evade Window,2,Critical Boost,1,赤龍の封印,1,,,,,赤龍の剛角,3,赤龍の厚鱗,4,赤龍の剛翼,6,ジオニウム結晶体,1,186,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
EX龍紋ヲ刻マレシ封冠β,0,12,4,1,1,M24,168,174,2,1,1,1,-1,Evade Window,1,Critical Boost,1,赤龍の封印,1,,,,,赤龍の剛角,3,赤龍の厚鱗,4,赤龍の剛翼,6,ジオニウム結晶体,1,186,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Oolong Hair α+,0,9,4,0,0,M1,120,136,1,1,1,4,1,Critical Eye,3,Joyful Blessing,1,,,,,,,Joyful Ticket,1,Spiritvein Crystal,2,,,,,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
EXバヌークヘルムα,0,12,4,1,1,M24,160,166,2,0,2,2,2,Focus,2,Aquatic/Polar Mobility,1,Anjanath Dominance,1,,,,,デーモンチケット,1,Deviljho Blackpiel,2,Deviljho Shard,1,Dragonbone Artifact,1,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Pearlspring α+,0,9,2,1,0,M3,120,136,0,0,0,5,0,Recovery Up,2,,,,,,,,,Pearlspring Ticket,3,Prized Pelt,2,Thick Bone,2,,,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Duffel Penguin Mask α+,0,9,4,0,0,M4,138,154,-1,3,0,4,0,Evade Window,2,,,,,,,,,Penguin Ticket,1,Large Kulu-Ya-Ku Beak,1,,,,,166,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Sealed Dragon Cloth α+,0,12,4,4,0,M20,152,158,-3,0,0,1,5,Resentment,1,,,,,,,,,Sealed Dragon Cloth,1,Deathweaver Membrane,2,Pure Dragon Blood,2,,,170,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Acrobat Earrings α+,0,11,2,2,1,M18,154,162,1,1,1,1,1,Safe Landing,1,,,,,,,,,※闘技大会マスター01～05をランクA以上,,,,,,,,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Showman Earrings α+,0,12,2,2,1,M70,162,168,1,1,1,1,1,Provoker,1,,,,,,,,,※闘技大会マスター06～07をランクA以上,,,,,,,,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
EXレオンフェイスα,0,12,1,1,0,M20,150,156,3,2,2,3,0,Agitator,2,Weakness Exploit,1,サバイバー,1,,,,,S.T.A.R.S.バッジ,6,Pure Dragon Blood,3,Shadowpierce Fang,2,Deathweaver Membrane,2,168,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
EXクレアフェイスα,0,12,1,1,0,M20,150,156,3,2,2,3,0,Agitator,2,Evade Window,2,サバイバー,1,,,,,S.T.A.R.S.バッジ,6,Pure Dragon Blood,3,Vaal Hazak Fellwing,2,Deathweaver Membrane,2,168,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
EXシールドウィーバー・頭,0,12,4,2,0,M24,132,138,-1,-1,3,-1,2,Health Boost,2,Thunder Attack,2,動力源,1,,,,,碧の宝石,3,獄狼竜の重殻,8,獄狼竜の滅龍殻,5,Purecrystal,1,150,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyverian Ears α+,0,9,4,0,0,,140,156,1,1,1,1,5,Mushroomancer,2,Survival Expert,1,,,,,,,Gratitude Ticket,1,Thick Bone,3,,,,,178,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Astral Veil α+,0,9,4,0,0,,140,156,2,2,2,2,2,Wide-Range,3,Appreciation Blessing,1,,,,,,,Gratitude Ticket,1,Gracium,1,Monster Toughbone,1,,,178,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
