#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Zinogre Braces β+,0,11,4,2,0,M24,158,166,-1,-1,4,-4,1,Recovery Speed,1,Latent Power,2,Zinogre Essence,1,,,,,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Lash,1,Fulgurbug,3,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Guildwork Braces α+,0,12,3,2,0,M24,162,168,2,1,1,2,2,Geologist,2,Botanist,1,Guild Pride,1,,,,,調査団チケットG,1,珊瑚礁の結晶,2,Coral Crimsonbone,2,Ancient Fragment,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Guildwork Braces β+,0,12,4,3,0,M24,162,168,2,1,1,2,2,Geologist,1,Botanist,1,Guild Pride,1,,,,,調査団チケットG,1,珊瑚礁の結晶,2,Coral Crimsonbone,2,Ancient Fragment,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Golden Lunebraces α+,0,12,2,0,0,M70,162,168,3,-2,-4,0,4,Resentment,2,Poison Attack,2,Gold Rathian Essence,1,,,,,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,2,Rathian Mantle,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Golden Lunebraces β+,0,12,4,2,0,M70,162,168,3,-2,-4,0,4,Resentment,2,Gold Rathian Essence,1,,,,,,,Gold Rathian Cortex,6,Gold Rathian Shard,2,Rath Gleam,2,Rathian Mantle,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Silver Solbraces α+,0,12,2,2,0,M70,162,168,4,-3,-2,-2,3,Invalid Message,3,Windproof,1,Silver Rathalos Essence,1,,,,,Silver Rathalos Cortex,6,Silver Rathalos Shard,3,Rath Gleam,2,導きの結晶【珊瑚礁】,3,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Silver Solbraces β+,0,12,4,2,0,M70,162,168,4,-3,-2,-2,3,Invalid Message,3,Silver Rathalos Essence,1,,,,,,,Silver Rathalos Cortex,6,Silver Rathalos Shard,3,Rath Gleam,2,導きの結晶【珊瑚礁】,3,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Empress Vambraces α+,0,12,2,1,0,M50,164,170,3,1,1,-3,-2,Tool Specialist,2,Blast Attack,2,Lunastra Essence,1,,,,,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Lash,1,Elder Dragonvein Bone,6,182,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Empress Vambraces β+,0,12,4,1,0,M50,164,170,3,1,1,-3,-2,Tool Specialist,2,Blast Attack,1,Lunastra Essence,1,,,,,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Lash,1,Elder Dragonvein Bone,6,182,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Ruinous Vambraces α+,0,12,3,0,0,M100,166,172,1,1,-3,1,-3,Agitator,2,Attack Boost,2,Nergigante Ambition,1,,,,,Nergigante Cortex,3,Immortal Shard,2,Nergigante Flail,1,Brachydios Pallium,1,184,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Ruinous Vambraces β+,0,12,4,1,0,M100,166,172,1,1,-3,1,-3,Agitator,2,Attack Boost,1,Nergigante Ambition,1,,,,,Nergigante Cortex,3,Immortal Shard,2,Nergigante Flail,1,Brachydios Pallium,1,184,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
EX金色ノ篭手α,0,11,2,0,0,M24,158,166,2,0,3,-5,2,Resentment,1,Handicraft,2,金獅子の怒気,1,,,,,金獅子の黒荒毛,4,金獅子の剛角,1,金獅子の剛爪,2,金獅子の尻尾,1,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EX金色ノ篭手β,0,11,4,3,0,M24,158,166,2,0,3,-5,2,Resentment,1,金獅子の怒気,1,,,,,,,金獅子の黒荒毛,4,金獅子の剛角,1,金獅子の剛爪,2,金獅子の尻尾,1,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXゴクオウアームα,0,11,2,0,0,M24,160,168,2,-4,-5,0,4,Partbreaker,2,Dragon Attack,3,Zinogre Essence,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の剛爪,2,獄狼竜の滅龍殻,3,Large Wyvern Gem,1,184,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXゴクオウアームβ,0,11,4,3,0,M24,160,168,2,-4,-5,0,4,Partbreaker,2,Zinogre Essence,1,,,,,,,獄狼竜の滅龍毛,3,獄狼竜の剛爪,2,獄狼竜の滅龍殻,3,Large Wyvern Gem,1,184,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EX龍紋ヲ刻マレシ封甲α,0,12,2,2,2,M24,168,174,2,1,1,1,-1,Blight Resistance,1,Maximum Might,1,赤龍の封印,1,,,,,赤龍の厚鱗,7,赤龍の重殻,6,裂光の龍脈殻,5,Zinogre Skymerald,1,186,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
EX龍紋ヲ刻マレシ封甲β,0,12,4,2,2,M24,168,174,2,1,1,1,-1,Blight Resistance,1,赤龍の封印,1,,,,,,,赤龍の厚鱗,7,赤龍の重殻,6,裂光の龍脈殻,5,Zinogre Skymerald,1,186,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Oolong Sleeves α+,0,9,4,0,0,M1,120,136,1,1,1,4,1,Coalescence,2,Joyful Blessing,1,,,,,,,Joyful Ticket,1,Eltalite Ore,3,,,,,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Astral Scarf α+,0,9,4,1,1,M1,140,156,2,2,2,2,2,Divine Blessing,2,Appreciation Blessing,1,,,,,,,Gratitude Ticket,1,Gracium,1,Monster Toughbone,1,,,178,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
EXバヌークアームα,0,12,4,3,0,M24,160,166,2,0,2,2,2,Focus,1,Stamina Surge,1,Anjanath Dominance,1,,,,,デーモンチケット,1,Deviljho Blackpiel,2,Deviljho Shard,1,Wingdrake Finehide,2,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Buff Arms α+,0,11,4,0,0,M24,154,162,2,-1,0,-1,-3,Attack Boost,3,Resuscitate,1,,,,,,,Buff Ticket,1,金獅子の重牙,3,金獅子の剛爪,3,,,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXレオンアームα,0,12,4,0,0,M20,150,156,3,2,2,3,0,Agitator,1,Attack Boost,2,サバイバー,1,,,,,※ワンセット,0,,,,,,,168,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
EXクレアアームα,0,12,4,0,0,M20,150,156,3,2,2,3,0,Agitator,2,Evade Window,1,サバイバー,1,,,,,※ワンセット,0,,,,,,,168,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
EXシールドウィーバー・腕,0,12,4,1,0,M24,132,138,-1,-1,3,-1,2,Resentment,2,動力源,1,,,,,,,※ワンセット,0,,,,,,,150,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
