#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Zinogre Greaves α+,0,11,1,0,0,M24,158,166,-1,-1,4,-4,1,Thunder Attack,3,Latent Power,2,Zinogre Essence,1,,,,,Zinogre Electrofur+,3,Zinogre Hardclaw,2,Zinogre Deathly Shocker,3,Fulgurbug,3,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Zinogre Greaves β+,0,11,4,1,0,M24,158,166,-1,-1,4,-4,1,Thunder Attack,1,Latent Power,2,Zinogre Essence,1,,,,,Zinogre Electrofur+,3,Zinogre Hardclaw,2,Zinogre Deathly Shocker,3,Fulgurbug,3,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Guildwork Feet α+,0,12,2,1,0,M24,162,168,2,1,1,2,2,Flinch Free,2,Geologist,1,Guild Pride,1,,,,,調査団チケットG,1,Frozen Bone,3,Fierce Dragonvein Bone,5,Conqueror's Seal,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Guildwork Feet β+,0,12,4,1,0,M24,162,168,2,1,1,2,2,Flinch Free,2,Guild Pride,1,,,,,,,調査団チケットG,1,Frozen Bone,3,Fierce Dragonvein Bone,5,Conqueror's Seal,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Golden Lunegreaves α+,0,12,1,0,0,M70,162,168,3,-2,-4,0,4,Weakness Exploit,2,Spread/Power Shots,1,Gold Rathian Essence,1,,,,,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,3,Guiding Wasteland Dragonbone,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Golden Lunegreaves β+,0,12,4,0,0,M70,162,168,3,-2,-4,0,4,Weakness Exploit,2,Gold Rathian Essence,1,,,,,,,Gold Rathian Cortex,6,Gold Rathian Shard,2,Rath Gleam,3,Guiding Wasteland Dragonbone,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Silver Solgreaves α+,0,12,3,2,0,M70,162,168,4,-3,-2,-2,3,Invalid Message,2,Fire Attack,2,Silver Rathalos Essence,1,,,,,Silver Rathalos Cortex,6,Silver Rathalos Shard,3,Silver Rathalos Lash,1,Large Wyvern Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Silver Solgreaves β+,0,12,4,2,1,M70,162,168,4,-3,-2,-2,3,Invalid Message,2,Silver Rathalos Essence,1,,,,,,,Silver Rathalos Cortex,6,Silver Rathalos Shard,3,Silver Rathalos Lash,1,Large Wyvern Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Empress Greaves α+,0,12,3,1,0,M50,164,170,3,1,1,-3,-2,Wide-Range,3,Tool Specialist,1,Lunastra Essence,1,,,,,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Fellwing,2,Tempered Cragbone,3,182,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Empress Greaves β+,0,12,4,2,0,M50,164,170,3,1,1,-3,-2,Wide-Range,2,Tool Specialist,1,Lunastra Essence,1,,,,,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Fellwing,2,Tempered Cragbone,3,182,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Ruinous Greaves α+,0,12,2,0,0,M100,166,172,1,1,-3,1,-3,Earplugs,2,Agitator,1,Nergigante Ambition,1,,,,,Nergigante Cortex,3,Immortal Shard,2,Eternal Regrowth Plate,2,Bazelgeuse Mantle,1,184,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Ruinous Greaves β+,0,12,4,1,0,M100,166,172,1,1,-3,1,-3,Earplugs,2,Nergigante Ambition,1,,,,,,,Nergigante Cortex,3,Immortal Shard,2,Eternal Regrowth Plate,2,Bazelgeuse Mantle,1,184,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
EX金色ノ袴α,0,11,2,2,0,M24,158,166,2,0,3,-5,2,Resentment,2,Attack Boost,2,金獅子の怒気,1,,,,,金獅子の黒荒毛,4,金獅子の剛爪,2,金獅子の尻尾,1,Monster Toughbone,1,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EX金色ノ袴β,0,11,4,2,0,M24,158,166,2,0,3,-5,2,Resentment,2,Attack Boost,1,金獅子の怒気,1,,,,,金獅子の黒荒毛,4,金獅子の剛爪,2,金獅子の尻尾,1,Monster Toughbone,1,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXゴクオウグリーヴα,0,11,1,1,0,M24,160,168,2,-4,-5,0,4,Focus,2,Elderseal Boost,1,Zinogre Essence,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の重殻,2,獄狼竜の剛爪,1,氷雪の結晶,3,184,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXゴクオウグリーヴβ,0,11,4,1,0,M24,160,168,2,-4,-5,0,4,Focus,2,Zinogre Essence,1,,,,,,,獄狼竜の滅龍毛,3,獄狼竜の重殻,2,獄狼竜の剛爪,1,氷雪の結晶,3,184,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EX龍紋ヲ刻マレシ封靴α,0,12,3,2,1,M24,168,174,2,1,1,1,-1,Critical Boost,1,Maximum Might,1,赤龍の封印,1,,,,,赤龍の重殻,7,赤龍の剛翼,4,赤龍の重尾,3,Large Elder Dragon Gem,1,186,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
EX龍紋ヲ刻マレシ封靴β,0,12,4,2,1,M24,168,174,2,1,1,1,-1,Critical Boost,1,赤龍の封印,1,,,,,,,赤龍の重殻,7,赤龍の剛翼,4,赤龍の重尾,3,Large Elder Dragon Gem,1,186,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Oolong Boots α+,0,9,4,2,0,M1,120,136,1,1,1,4,1,Health Boost,2,Joyful Blessing,1,,,,,,,Joyful Ticket,1,Spiritvein Crystal,2,,,,,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Astral Tights α+,0,9,1,0,0,M1,140,156,2,2,2,2,2,Weakness Exploit,2,Appreciation Blessing,1,,,,,,,Gratitude Ticket,1,Purecrystal,1,Monster Toughbone,1,,,178,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
EXバヌークグリーヴα,0,12,4,2,2,M24,160,166,2,0,2,2,2,Stamina Surge,1,Resuscitate,1,Anjanath Dominance,1,,,,,デーモンチケット,1,Deviljho Blackpiel,2,Deviljho Shard,1,Gracium,3,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Buff Legs α+,0,11,4,0,0,M24,154,162,2,-1,0,-1,-3,Attack Boost,3,Heroics,2,,,,,,,Buff Ticket,1,金獅子の重牙,3,黄金の煌毛,1,,,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXレオンレッグα,0,12,3,2,0,M20,150,156,3,2,2,3,0,Agitator,1,Spread/Power Shots,1,サバイバー,1,,,,,※ワンセット,0,,,,,,,168,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
EXクレアレッグα,0,12,4,3,1,M20,150,156,3,2,2,3,0,Stamina Surge,1,Normal Shots,1,サバイバー,1,,,,,※ワンセット,0,,,,,,,168,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
EXシールドウィーバー・脚,0,12,2,1,0,M24,132,138,-1,-1,3,-1,2,Weakness Exploit,2,動力源,1,,,,,,,※ワンセット,0,,,,,,,150,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
