#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Empress Coil α+,0,12,2,2,0,M50,164,170,3,1,1,-3,-2,Health Boost,2,Blast Attack,2,Lunastra Essence,1,,,,,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Hardhorn,1,Teostra Powder,4,182,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Empress Coil β+,0,12,4,2,0,M50,164,170,3,1,1,-3,-2,Health Boost,2,Lunastra Essence,1,,,,,,,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Hardhorn,1,Teostra Powder,4,182,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Ruinous Coil α+,0,12,2,1,0,M100,166,172,1,1,-3,1,-3,Attack Boost,3,Earplugs,1,Nergigante Ambition,1,,,,,Nergigante Cortex,3,Immortal Shard,1,Annihilating Greathorn,2,Rathalos Mantle,1,184,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Ruinous Coil β+,0,12,4,1,0,M100,166,172,1,1,-3,1,-3,Attack Boost,2,Earplugs,1,Nergigante Ambition,1,,,,,Nergigante Cortex,3,Immortal Shard,1,Annihilating Greathorn,2,Rathalos Mantle,1,184,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
EX金色ノ帯α,0,11,3,1,0,M24,158,166,2,0,3,-5,2,Weakness Exploit,1,Handicraft,1,金獅子の怒気,1,,,,,金獅子の黒荒毛,4,金獅子の剛角,1,金獅子の重牙,4,黄金の煌毛,1,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EX金色ノ帯β,0,11,4,3,0,M24,158,166,2,0,3,-5,2,Weakness Exploit,1,金獅子の怒気,1,,,,,,,金獅子の黒荒毛,4,金獅子の剛角,1,金獅子の重牙,4,黄金の煌毛,1,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXゴクオウコイルα,0,11,1,1,1,M24,160,168,2,-4,-5,0,4,Latent Power,3,Earplugs,2,Zinogre Essence,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の滅龍殻,2,獄狼竜の剛角,2,獄狼竜の天玉,1,184,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXゴクオウコイルβ,0,11,4,1,1,M24,160,168,2,-4,-5,0,4,Latent Power,3,Earplugs,1,Zinogre Essence,1,,,,,獄狼竜の滅龍毛,3,獄狼竜の滅龍殻,2,獄狼竜の剛角,2,獄狼竜の天玉,1,184,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EX龍紋ヲ刻マレシ封帯α,0,12,3,0,0,M24,168,174,2,1,1,1,-1,Evade Window,2,Maximum Might,1,赤龍の封印,1,,,,,赤龍の厚鱗,7,赤龍の重殻,6,赤龍の剛角,5,Velkhana Crystal,1,186,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
EX龍紋ヲ刻マレシ封帯β,0,12,4,1,0,M24,168,174,2,1,1,1,-1,Evade Window,2,赤龍の封印,1,,,,,,,赤龍の厚鱗,7,赤龍の重殻,6,赤龍の剛角,5,Velkhana Crystal,1,186,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Oolong Waist α+,0,9,1,1,0,M1,120,136,1,1,1,4,1,Constitution,3,Joyful Blessing,1,,,,,,,Joyful Ticket,1,Spiritvein Crystal,2,,,,,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
EXバヌークコイルα,0,12,4,1,1,M24,160,166,2,0,2,2,2,Marathon Runner,2,Aquatic/Polar Mobility,1,Anjanath Dominance,1,,,,,デーモンチケット,1,Deviljho Blackpiel,2,Deviljho Shard,1,Wulg Thickfur,2,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Buff Waist α+,0,11,4,0,0,M24,154,162,2,-1,0,-1,-3,Agitator,2,Heroics,3,,,,,,,Buff Ticket,1,金獅子の黒荒毛,3,金獅子の尻尾,2,,,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
EXレオンウエストα,0,12,4,0,0,M20,150,156,3,2,2,3,0,Agitator,1,Attack Boost,1,サバイバー,1,,,,,※ワンセット,0,,,,,,,168,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
EXクレアウエストα,0,12,4,0,0,M20,150,156,3,2,2,3,0,Agitator,1,Stamina Surge,2,サバイバー,1,,,,,※ワンセット,0,,,,,,,168,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
EXシールドウィーバー・腰,0,12,3,1,0,M24,132,138,-1,-1,3,-1,2,Resentment,3,動力源,1,,,,,,,※ワンセット,0,,,,,,,150,Great Spiritvein Gem,1,Pure Dragon Blood,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astral Skirt α+,0,9,4,1,0,,140,156,2,2,2,2,2,Flinch Free,2,Appreciation Blessing,1,,,,,,,Gratitude Ticket,1,Gracium,1,Monster Toughbone,1,,,178,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
